CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits,Churn
2924,57,Female,Los Angeles,Silver,27.0,1204.4434071126252,Electronics,2023-02-09,Salesperson,5,1
2925,61,Female,Miami,Bronze,16.0,157.74472486688154,Electronics,2023-03-19,Engineer,6,1
2926,57,Male,Los Angeles,Gold,14.0,374.3339190231207,Clothing,2023-06-30,Engineer,3,1
2927,53,Female,Miami,Silver,24.0,129.74798540647996,Clothing,2023-05-17,Teacher,6,0
2928,48,Female,Miami,Gold,19.0,84.83863362985225,Electronics,2023-12-30,Teacher,7,0
2929,59,Female,Chicago,Silver,23.0,198.09596073337966,Electronics,2023-04-24,Manager,7,0
2930,27,Female,Chicago,Bronze,15.0,5.652557168189499,Clothing,2023-03-21,Engineer,2,0
2931,61,Female,Chicago,Bronze,16.0,216.347742478466,Electronics,2023-09-23,Artist,6,0
2932,35,Male,San Francisco,Bronze,26.0,37.53197992039521,Home Goods,2023-07-17,Artist,1,0
2933,68,Male,San Francisco,Gold,22.0,149.21181471372557,Electronics,2023-02-03,Teacher,4,0
2934,34,Female,New York,Bronze,24.0,458.77675014942264,Clothing,2023-10-19,Doctor,3,0
2935,18,Female,Miami,Bronze,,568.9787448896553,Clothing,2023-01-31,Artist,3,0
2936,44,Male,Chicago,Bronze,24.0,99.67951549909829,Clothing,2023-09-21,Teacher,4,1
2937,25,Female,Los Angeles,Silver,19.0,401.4683271392855,Home Goods,2023-06-19,Manager,4,0
2938,36,Male,Miami,Bronze,23.0,146.13181570695153,Home Goods,2023-11-23,Doctor,5,0
2939,29,Female,Los Angeles,Bronze,28.0,754.81233491884,Home Goods,2023-12-15,Teacher,6,0
2940,30,Male,Los Angeles,Bronze,15.0,703.9017342565808,Electronics,2023-09-12,Doctor,3,0
2941,31,Female,San Francisco,Silver,14.0,52.40601446975502,Home Goods,2023-05-18,Salesperson,2,0
2942,26,Female,San Francisco,Bronze,28.0,280.70486110853017,Electronics,2023-07-13,Manager,5,0
2943,58,Female,Chicago,Silver,13.0,84.13716922768586,Clothing,2023-08-28,Salesperson,2,1
2944,36,Male,Los Angeles,Bronze,15.0,626.5946957146648,Electronics,2023-07-11,Salesperson,7,1
2945,35,Female,San Francisco,Gold,15.0,655.1737478423711,Home Goods,2023-09-14,Artist,7,1
2946,60,Female,Chicago,Gold,25.0,610.1509158939366,Electronics,2023-12-25,Artist,1,0
2947,62,Male,Miami,Bronze,25.0,677.6152366188245,Electronics,2023-08-30,Artist,4,0
2948,52,Female,New York,Gold,21.0,7.5422236520545205,Clothing,2023-08-20,Artist,5,1
2949,29,Female,San Francisco,Silver,17.0,51.588285732500715,Clothing,2023-06-20,Engineer,3,0
2950,41,Female,Los Angeles,Bronze,21.0,557.225475672655,Clothing,2023-02-17,Teacher,4,0
2951,24,Female,Miami,Silver,20.0,736.826986117679,Electronics,2023-10-26,Doctor,5,1
2952,32,Male,Miami,Gold,20.0,907.110847618661,Clothing,2023-11-18,Doctor,4,0
2953,64,Female,Miami,Silver,18.0,,Home Goods,2023-09-21,Engineer,1,0
2954,68,Female,Los Angeles,Bronze,21.0,1598.8332992985713,Electronics,2023-10-19,Engineer,7,1
2955,61,Male,San Francisco,Bronze,14.0,308.8843425679542,Electronics,2023-07-11,Teacher,6,0
2956,19,Female,Miami,Silver,25.0,304.1012621334793,Clothing,2023-07-27,Teacher,3,0
2957,32,Male,Los Angeles,Bronze,21.0,195.16594238197052,Home Goods,2023-06-21,Doctor,5,0
2958,55,Male,Miami,Silver,22.0,461.4265164872555,Home Goods,2023-10-08,Artist,3,1
2959,24,Female,Los Angeles,Silver,22.0,579.9418661149165,Electronics,2024-01-04,Teacher,4,0
2960,65,Female,San Francisco,Bronze,23.0,154.13765991906624,Electronics,2023-08-30,Salesperson,3,0
2961,62,Female,Chicago,Bronze,21.0,349.0134497123176,Electronics,2023-06-13,Doctor,3,1
2962,27,Male,Miami,Platinum,26.0,40.93442000551731,Clothing,2023-11-11,Engineer,4,1
2963,21,Male,Chicago,Silver,19.0,36.07712489982925,Home Goods,2023-10-10,Manager,6,0
2964,27,Male,San Francisco,Silver,17.0,160.78305502393437,Home Goods,2023-04-02,Teacher,3,0
2965,52,Female,Miami,Bronze,19.0,1357.8669422777075,Clothing,2023-07-02,Doctor,6,1
2966,48,Female,Los Angeles,Bronze,24.0,239.38439975462174,Home Goods,2023-02-15,Manager,5,0
2967,19,Male,Chicago,Silver,17.0,912.7579611388993,Home Goods,2023-12-29,Artist,3,1
2968,56,Male,San Francisco,Silver,23.0,97.24349894178405,Home Goods,2023-11-03,Salesperson,6,1
2969,32,Female,Miami,Silver,22.0,129.62749221571,Electronics,2023-12-16,Engineer,4,0
2970,34,Male,New York,Silver,20.0,482.5764347831089,Clothing,2023-05-25,Artist,4,0
2971,48,Female,Miami,Gold,17.0,209.21447874750254,Clothing,2023-12-08,Manager,7,0
2972,68,Female,Los Angeles,Bronze,17.0,122.801374794314,Home Goods,2023-01-26,Salesperson,3,0
2973,31,Male,Los Angeles,Bronze,15.0,777.8682333222878,Clothing,2023-12-27,Artist,4,0
2974,40,Male,Chicago,Bronze,17.0,639.0866839534508,Electronics,2023-04-11,Manager,6,0
2975,64,Male,Los Angeles,Bronze,11.0,11.602565899750031,Electronics,2023-07-29,Teacher,6,0
2976,53,Male,New York,Gold,20.0,697.4344502210096,Clothing,2023-05-28,Manager,6,0
2977,41,Male,Miami,Platinum,17.0,0.47590125467413785,Clothing,2023-04-19,Salesperson,4,0
2978,55,Male,San Francisco,Silver,9.0,136.86719656957663,Clothing,2023-10-03,Teacher,4,0
2979,47,Male,Miami,Gold,27.0,23.173972032564457,Electronics,2023-07-30,Engineer,7,1
2980,63,Female,New York,Bronze,17.0,12.744527968854575,Home Goods,2023-07-01,Manager,7,0
2981,60,Male,Miami,Bronze,19.0,12.008379480216398,Home Goods,2023-09-06,Artist,3,0
2982,44,Male,Los Angeles,Platinum,18.0,490.9570753006699,Electronics,2023-11-09,Engineer,7,0
2983,36,Male,Miami,Gold,22.0,221.2401107444327,Electronics,2023-04-09,Salesperson,3,1
2984,40,Female,San Francisco,Bronze,27.0,477.7730879077567,Home Goods,2023-09-05,Salesperson,2,0
2985,24,Female,Miami,Silver,20.0,54.02514211295088,Home Goods,2023-11-02,Teacher,4,1
2986,28,Female,Chicago,Gold,27.0,577.6526630535878,Clothing,2023-03-25,Doctor,6,1
2987,61,Male,Miami,Bronze,20.0,128.3870548770315,Clothing,2023-09-25,Doctor,4,1
2988,19,Male,San Francisco,Bronze,19.0,1174.2527854627676,Home Goods,2023-06-16,Doctor,7,0
2989,27,Female,Los Angeles,Bronze,21.0,207.57701131548922,Clothing,2023-02-08,Teacher,12,1
2990,44,Female,New York,Gold,26.0,750.6552620699625,Electronics,2023-11-28,Doctor,8,0
2991,66,Male,Chicago,Bronze,17.0,61.57658753956606,Clothing,2023-07-07,Teacher,8,0
2992,33,Male,Chicago,Bronze,21.0,301.1795059561743,Home Goods,2023-06-28,Salesperson,8,1
2993,35,Male,San Francisco,Bronze,16.0,660.9623501321316,Home Goods,2023-12-31,Doctor,13,0
2994,37,Female,New York,Gold,13.0,482.89049841338635,Electronics,2023-03-22,Salesperson,7,0
2995,37,Female,New York,Bronze,24.0,135.96003658795937,Electronics,2023-06-02,Engineer,4,0
2996,19,Female,Miami,Bronze,28.0,1026.032244421785,Electronics,2023-05-31,Teacher,2,0
2997,45,Female,San Francisco,Bronze,13.0,120.67216244561581,Clothing,2023-02-03,Engineer,2,1
2998,69,Male,New York,Bronze,17.0,306.57410403682695,Home Goods,2023-08-27,Artist,4,0
2999,54,Male,Miami,Bronze,18.0,46.62734109871913,Home Goods,2023-06-12,Manager,6,1
3000,53,Female,Los Angeles,Silver,22.0,470.00709680769495,Home Goods,2023-12-05,Engineer,4,0
3001,27,Female,San Francisco,Silver,16.0,1185.8104783966512,Home Goods,2023-06-07,Manager,3,1
3002,59,Female,San Francisco,Gold,18.0,480.57990983905484,Home Goods,2023-12-10,Engineer,4,0
3003,31,Male,San Francisco,Gold,28.0,3.4869513720304592,Home Goods,2023-03-21,Doctor,4,1
3004,24,Male,New York,Platinum,31.0,335.7956728480026,Clothing,2023-12-08,Teacher,6,0
3005,42,Male,Miami,Bronze,25.0,213.1275723025307,Home Goods,2023-09-16,Doctor,7,1
3006,28,Male,New York,Silver,20.0,1788.5953502474354,Clothing,2023-09-02,Teacher,3,1
3007,61,Female,Miami,Platinum,15.0,185.5107714732265,Electronics,2023-11-03,Teacher,4,0
3008,55,Female,New York,Platinum,22.0,97.83453328568457,Home Goods,2023-10-25,Artist,5,1
3009,23,Male,Miami,Silver,26.0,654.2460906845916,Electronics,2023-03-30,Salesperson,7,0
3010,58,Female,Miami,Gold,24.0,690.870924993209,Clothing,2023-05-12,Artist,4,0
3011,33,Male,Miami,Silver,17.0,239.13505276614202,Clothing,2023-07-07,Teacher,5,0
3012,32,Female,San Francisco,Gold,12.0,1458.2244379926522,Electronics,2023-12-02,Salesperson,5,0
3013,39,Male,San Francisco,Bronze,22.0,318.17298913669015,Electronics,2023-05-16,Manager,3,1
3014,18,Female,Miami,Bronze,10.0,536.2113039402747,Electronics,2023-07-11,Artist,4,0
3015,53,Female,Chicago,Silver,24.0,243.5408177031199,Clothing,2023-02-14,Salesperson,5,1
3016,51,Male,New York,Gold,21.0,663.3053803834543,Home Goods,2023-06-22,Engineer,5,0
3017,32,Female,San Francisco,Bronze,18.0,24.883563559550552,Home Goods,2023-04-12,Manager,3,0
3018,24,Male,Chicago,Silver,17.0,324.4747695681637,Electronics,2023-04-24,Doctor,6,0
3019,42,Female,New York,Silver,21.0,646.8300948212743,Home Goods,2023-09-24,Doctor,4,0
3020,21,Male,Miami,Bronze,18.0,310.14859019911484,Home Goods,2023-05-20,Artist,9,0
3021,22,Female,San Francisco,Bronze,24.0,94.882548099615,Clothing,2023-10-08,Salesperson,3,0
3022,55,Male,Miami,Platinum,18.0,310.9725231305749,Electronics,2023-02-26,Artist,1,1
3023,58,Female,Los Angeles,Gold,15.0,81.52328429559763,Home Goods,2023-06-02,Salesperson,7,1
3024,49,Male,Los Angeles,Gold,22.0,109.36060000280374,Electronics,2023-04-24,Salesperson,5,0
3025,45,Male,Miami,Silver,21.0,809.4375799293543,Electronics,2023-12-08,Engineer,2,1
3026,68,Male,San Francisco,Silver,17.0,1189.8579145593942,Home Goods,2023-09-19,Manager,6,0
3027,59,Female,New York,Bronze,22.0,1463.3618234102487,Clothing,2023-08-17,Manager,4,0
3028,21,Male,Miami,Silver,28.0,282.57215744336605,Electronics,2023-09-28,Teacher,7,1
3029,52,Male,Los Angeles,Platinum,28.0,497.4456662300623,Electronics,2023-05-01,Artist,5,0
3030,59,Male,Los Angeles,Bronze,15.0,528.4640217718726,Clothing,2023-02-10,Teacher,9,1
3031,31,Female,Los Angeles,Bronze,18.0,326.48462715492707,Clothing,2023-07-30,Artist,10,0
3032,67,Female,Los Angeles,Gold,22.0,243.36860241962958,Clothing,2023-07-06,Manager,5,1
3033,35,Male,New York,Bronze,,459.5801812248002,Home Goods,2023-07-27,Salesperson,3,0
3034,60,Female,Los Angeles,Gold,29.0,157.35514932953362,Electronics,2023-08-16,Teacher,4,0
3035,58,Female,San Francisco,Bronze,21.0,675.2193836474597,Home Goods,2023-07-05,Salesperson,7,0
3036,63,Male,Los Angeles,Bronze,18.0,631.5607612286294,Home Goods,2023-07-31,Manager,5,0
3037,28,Male,Chicago,Silver,20.0,525.1383823762733,Electronics,2023-02-11,Artist,5,1
3038,56,Male,San Francisco,Silver,8.0,986.3312748225455,Clothing,2023-01-27,Artist,4,0
3039,60,Female,New York,Gold,20.0,388.88796800206546,Clothing,2023-02-02,Teacher,5,0
3040,21,Female,San Francisco,Bronze,21.0,1136.003760208918,Electronics,2023-06-11,Teacher,4,0
3041,45,Male,San Francisco,Silver,21.0,419.07323781924254,Home Goods,2023-06-17,Doctor,3,1
3042,33,Male,New York,Silver,24.0,319.1901889065531,Home Goods,2023-12-31,Manager,7,0
3043,68,Male,New York,Gold,23.0,1064.1514502217417,Electronics,2023-02-14,Engineer,5,0
3044,52,Male,Miami,Silver,18.0,64.59706907387606,Electronics,2023-10-18,Artist,4,0
3045,54,Male,San Francisco,Gold,14.0,1867.0620155324207,Electronics,2023-08-02,Engineer,3,0
3046,60,Female,San Francisco,Bronze,23.0,1392.280495386139,Clothing,2023-07-20,Teacher,1,0
3047,57,Male,Chicago,Silver,17.0,203.65007426270404,Clothing,2023-07-17,Manager,2,1
3048,68,Male,Chicago,Silver,30.0,2117.45125837358,Home Goods,2023-04-10,Doctor,8,0
3049,62,Female,New York,Silver,15.0,660.6291547159882,Electronics,2023-09-10,Doctor,6,0
3050,38,Female,San Francisco,Silver,17.0,52.00917453463638,Electronics,2023-09-20,Artist,10,0
3051,43,Female,New York,Silver,13.0,17.23781207223968,Home Goods,2023-07-18,Engineer,3,0
3052,29,Male,Los Angeles,Silver,16.0,323.8414866223119,Clothing,2023-02-22,Salesperson,5,0
3053,62,Male,San Francisco,Bronze,19.0,306.0760748454198,Electronics,2023-12-14,Artist,8,0
3054,35,Female,Los Angeles,Bronze,15.0,115.28592648144038,Home Goods,2023-03-10,Doctor,5,1
3055,23,Female,Miami,Bronze,25.0,361.55728811147486,Clothing,2023-09-08,Manager,6,0
3056,37,Male,San Francisco,Silver,21.0,70.73774014129282,Electronics,2023-12-21,Manager,7,0
3057,25,Male,Los Angeles,Silver,19.0,382.2709187137031,Clothing,2023-04-06,Manager,7,0
3058,22,Male,Los Angeles,Silver,23.0,948.8746293990279,Home Goods,2023-03-03,Engineer,4,0
3059,49,Male,New York,Silver,26.0,804.8484978383191,Electronics,2023-01-27,Salesperson,6,1
3060,47,Female,Los Angeles,Silver,11.0,1220.202822637569,Home Goods,2023-07-17,Engineer,8,1
3061,60,Male,San Francisco,Silver,29.0,548.9215219086034,Home Goods,2023-02-07,Engineer,4,1
3062,68,Male,San Francisco,Silver,28.0,519.8121332801876,Clothing,2023-12-22,Salesperson,6,0
3063,45,Male,San Francisco,Silver,26.0,174.33965011708926,Home Goods,2023-09-07,Teacher,4,0
3064,50,Male,New York,Gold,18.0,155.36659904434018,Clothing,2023-06-08,Manager,6,0
3065,61,Female,New York,Silver,20.0,239.16932587311015,Home Goods,2023-09-01,Engineer,6,0
3066,59,Male,Chicago,Silver,16.0,630.9045491532497,Electronics,2023-04-05,,5,0
3067,36,Male,Los Angeles,Gold,20.0,223.96271425833703,Electronics,2023-08-27,Artist,3,0
3068,47,Female,Chicago,Bronze,20.0,212.00259663264714,Home Goods,2023-07-17,Doctor,2,0
3069,31,Male,Los Angeles,Silver,22.0,799.1804677099836,Home Goods,2023-05-02,Artist,7,1
3070,68,Male,Chicago,Silver,,478.78740690591377,Electronics,2023-09-13,Teacher,6,0
3071,62,Female,New York,Silver,22.0,38.2384610980033,Electronics,2023-06-23,Artist,3,0
3072,27,Male,Chicago,Bronze,17.0,303.5118940413845,Clothing,2023-09-22,Salesperson,3,1
3073,26,Male,San Francisco,Platinum,24.0,278.01437643308674,Clothing,2023-07-19,Artist,8,0
3074,43,Female,New York,Bronze,16.0,163.68469293370276,Clothing,2023-11-01,Engineer,3,0
3075,51,Female,New York,Gold,17.0,1922.2120227514943,Home Goods,2023-12-19,Artist,3,0
3076,35,Male,Miami,Bronze,29.0,96.94268400801725,Home Goods,2023-05-22,Teacher,5,0
3077,67,Female,San Francisco,Bronze,31.0,94.3682641706023,Clothing,2023-06-07,Doctor,3,0
3078,65,Male,Los Angeles,Bronze,17.0,353.66424961151455,Electronics,2023-01-27,Manager,4,0
3079,34,Male,Miami,Platinum,19.0,1099.0619640852772,Clothing,2023-10-24,Salesperson,5,1
3080,67,Female,Chicago,Gold,23.0,68.71468613769166,Electronics,2023-08-30,Salesperson,4,0
3081,25,Male,New York,Silver,20.0,159.06202685394473,Home Goods,2023-06-10,Manager,2,1
3082,48,Male,San Francisco,Bronze,19.0,149.76243029511892,Electronics,2023-09-06,Engineer,0,1
3083,34,Female,New York,Platinum,25.0,253.41689369888837,Home Goods,2023-02-18,Salesperson,6,1
3084,40,Male,Los Angeles,Silver,18.0,1065.3937963608632,Electronics,2023-10-28,Engineer,2,0
3085,55,Male,San Francisco,Silver,17.0,1995.9973899826937,Clothing,2023-03-26,Salesperson,3,0
3086,27,Female,Miami,Gold,16.0,12.545227035695389,Electronics,2023-03-27,Manager,6,0
3087,64,Male,Chicago,Bronze,20.0,422.6320691483867,Clothing,2023-07-05,Teacher,4,0
3088,30,Male,New York,Bronze,21.0,592.4130180691623,Home Goods,2023-11-09,Manager,3,0
3089,42,Male,Chicago,Bronze,23.0,163.2623502486574,Home Goods,2023-10-30,Salesperson,5,0
3090,40,Male,Miami,Silver,18.0,485.0508908908391,Clothing,2023-02-22,Manager,5,0
3091,32,Female,San Francisco,Platinum,15.0,123.13344535621577,Clothing,2023-02-18,Doctor,4,0
3092,63,Male,Chicago,Bronze,11.0,490.45926496211905,Clothing,2023-11-04,Manager,2,0
3093,51,Female,San Francisco,Silver,26.0,108.01490597767476,Electronics,2023-08-22,Artist,4,1
3094,22,Male,San Francisco,Platinum,14.0,938.8120646868235,Electronics,2023-08-15,Engineer,6,0
3095,23,Male,New York,Silver,26.0,513.2117469701167,Clothing,2023-12-14,Manager,5,0
3096,30,Female,Los Angeles,Bronze,23.0,84.47409779400392,Electronics,2023-06-07,Teacher,8,0
3097,59,Male,Miami,Gold,14.0,1088.0231597508307,Electronics,2023-05-09,Manager,2,0
3098,30,Female,New York,Bronze,25.0,420.766115059389,Clothing,2023-09-01,Engineer,3,1
3099,18,Female,Chicago,Platinum,25.0,322.78443689472346,Clothing,2023-03-19,Teacher,7,1
3100,23,Female,San Francisco,Bronze,21.0,144.97368132679478,Home Goods,2023-12-02,Doctor,7,0
3101,40,Male,Los Angeles,Silver,17.0,1101.2272474018932,Clothing,2023-04-09,Engineer,7,0
3102,59,Female,Chicago,Gold,19.0,83.8775840955747,Clothing,2023-11-09,Salesperson,8,1
3103,51,Male,New York,Bronze,16.0,908.3260948028726,Electronics,2024-01-04,Artist,2,0
3104,67,Male,San Francisco,Platinum,16.0,1356.8693409645593,Electronics,2023-08-28,Doctor,7,0
3105,69,Female,San Francisco,Silver,19.0,76.40721861568969,Home Goods,2023-09-27,Teacher,5,0
3106,19,Female,New York,Bronze,29.0,36.14342743141292,Clothing,2023-11-25,Manager,9,0
3107,28,Female,Miami,Gold,19.0,8.423852967986521,Home Goods,2023-11-22,Artist,4,0
3108,24,Female,Miami,Silver,10.0,208.3213465319272,Home Goods,2023-05-01,Doctor,5,0
3109,34,Male,Miami,Bronze,15.0,2114.3678499797957,Home Goods,2023-08-06,Salesperson,4,0
3110,25,Male,Chicago,Platinum,18.0,903.6970710589163,Clothing,2023-03-19,Doctor,4,0
3111,45,Female,New York,Silver,22.0,2153.64413031902,Home Goods,2023-02-25,Salesperson,8,1
3112,56,Female,Los Angeles,Bronze,26.0,416.21019204040397,Home Goods,2023-01-21,Salesperson,4,0
3113,61,Female,Los Angeles,Bronze,23.0,3496.759739235433,Clothing,2023-05-22,Teacher,4,0
3114,38,Male,San Francisco,Silver,22.0,771.2548425583889,Electronics,2023-06-14,Doctor,4,1
3115,59,Female,San Francisco,Gold,27.0,18.562302521261277,Home Goods,2023-04-13,Artist,4,1
3116,36,Male,Chicago,Bronze,19.0,1.7156834963029577,Clothing,2023-05-28,Artist,6,1
3117,69,Male,Chicago,Bronze,16.0,22.85732520644265,Electronics,2023-06-18,Manager,2,0
3118,60,Male,San Francisco,Gold,30.0,91.78674262313925,Electronics,2023-03-23,Salesperson,5,1
3119,24,Male,San Francisco,Silver,22.0,661.3484308331083,Clothing,2023-10-15,Salesperson,2,0
3120,56,Male,Miami,Gold,22.0,420.24192738759507,Clothing,2023-11-16,Manager,8,0
3121,52,Female,Chicago,Bronze,15.0,104.39696004821292,Electronics,2023-12-26,Teacher,3,1
3122,67,Male,San Francisco,Bronze,21.0,240.7858316133966,Electronics,2023-01-15,Salesperson,8,0
3123,28,Female,San Francisco,Gold,17.0,946.7014389463407,Clothing,2023-07-12,Artist,1,0
3124,57,Female,Los Angeles,Bronze,23.0,468.31067249465724,Clothing,2023-01-07,Engineer,7,0
3125,58,Male,San Francisco,Bronze,22.0,50.5306939449389,Clothing,2023-07-30,Teacher,5,0
3126,58,Female,New York,Bronze,14.0,182.76211170325885,Clothing,2023-05-04,Manager,8,0
3127,45,Female,San Francisco,Silver,17.0,42.83776641135115,Home Goods,2023-08-25,Doctor,5,0
3128,48,Male,New York,Bronze,20.0,283.17770433841184,Home Goods,2023-12-14,Engineer,4,0
3129,54,Female,San Francisco,Silver,18.0,726.2405660862944,Electronics,2023-08-09,Doctor,3,0
3130,52,Female,New York,Bronze,20.0,147.35023648831313,Electronics,2023-07-27,Doctor,8,0
3131,43,Female,New York,Platinum,20.0,307.82730439150544,Clothing,2023-05-30,Engineer,2,0
3132,45,Female,Miami,Gold,19.0,581.1012858432111,Electronics,2024-01-04,Salesperson,6,1
3133,49,Female,Miami,Gold,14.0,463.9391262035172,Electronics,2023-03-13,Doctor,2,0
3134,66,Male,New York,Gold,23.0,26.64482530509041,Electronics,2023-04-16,Teacher,5,0
3135,61,Male,Miami,Platinum,12.0,1051.658685121327,Clothing,2023-01-12,Artist,4,0
3136,21,Female,Miami,Bronze,21.0,5161.188118830271,Electronics,2023-09-08,Artist,6,0
3137,18,Female,New York,Silver,19.0,468.67071363695226,Clothing,2023-03-25,Manager,4,0
3138,55,Female,Chicago,Gold,24.0,59.461487264043505,Electronics,2023-11-27,Artist,7,0
3139,57,Female,New York,Bronze,22.0,191.5862962382418,Electronics,2023-08-26,Manager,3,0
3140,30,Male,Los Angeles,Gold,21.0,365.4696852888477,Electronics,2023-03-29,Salesperson,4,0
3141,38,Female,Miami,Bronze,23.0,1298.691006972334,Clothing,2023-02-26,Artist,6,0
3142,29,Male,Miami,Bronze,20.0,424.07985758878374,Electronics,2023-07-11,Salesperson,3,1
3143,30,Male,Chicago,Silver,21.0,95.8718706664874,Electronics,2023-06-11,Doctor,5,1
3144,68,Female,Chicago,Silver,24.0,534.6582497302164,Home Goods,2023-09-10,Teacher,5,0
3145,45,Male,New York,Gold,17.0,527.7263948371923,Electronics,2023-05-27,Manager,4,1
3146,65,Female,Los Angeles,Silver,27.0,202.16618125627602,Electronics,2023-01-10,Manager,7,0
3147,39,Male,San Francisco,Silver,25.0,1903.062374285786,Electronics,2023-07-08,Doctor,4,0
3148,62,Male,Chicago,Bronze,15.0,55.249210641214326,Clothing,2023-08-18,Engineer,2,0
3149,30,Female,Los Angeles,Silver,23.0,166.35945023762696,Home Goods,2023-12-07,Engineer,6,0
3150,65,Male,Los Angeles,Silver,22.0,296.42577145591355,Clothing,2023-10-12,Engineer,5,0
3151,35,Male,New York,Bronze,20.0,158.2761205928176,Electronics,2023-12-29,Engineer,5,0
3152,57,Female,Los Angeles,Bronze,,107.77623906028359,Electronics,2023-06-28,Salesperson,2,0
3153,49,Female,Chicago,Bronze,16.0,91.83493696524242,Electronics,2023-09-30,Doctor,3,0
3154,65,Female,Chicago,Platinum,14.0,141.44400393770394,Electronics,2023-01-10,Engineer,5,0
3155,47,Male,Miami,Silver,21.0,276.2337800701455,Clothing,2023-02-18,Manager,6,1
3156,19,Male,New York,Bronze,14.0,141.97946402339974,Electronics,2023-12-28,Artist,6,0
3157,55,Female,New York,Platinum,14.0,534.7052750081087,Clothing,2023-04-09,Manager,3,1
3158,18,Male,New York,Silver,21.0,376.347050487771,Clothing,2023-11-16,Manager,5,0
3159,41,Male,Miami,Gold,24.0,353.6435127255058,Clothing,2023-03-25,Engineer,6,0
3160,31,Female,New York,Gold,16.0,1737.948376272054,Electronics,2023-03-17,Manager,7,0
3161,26,Male,San Francisco,Silver,20.0,905.352160449961,Clothing,2023-08-26,Teacher,4,0
3162,38,Female,Chicago,Silver,22.0,149.70450842973963,Clothing,2023-03-30,Doctor,8,0
3163,36,Male,Chicago,Silver,20.0,357.534153635946,Electronics,2023-04-09,Teacher,5,0
3164,34,Male,Los Angeles,Platinum,17.0,120.36443583400008,Clothing,2023-04-22,Manager,5,1
3165,31,Female,New York,Platinum,32.0,491.8222133037591,Electronics,2023-09-22,Artist,3,0
3166,26,Female,New York,Bronze,17.0,581.5527761174225,Electronics,2023-12-11,Manager,5,0
3167,24,Female,Los Angeles,Silver,23.0,718.557692070531,Electronics,2023-08-23,Doctor,9,1
3168,45,Female,Miami,Silver,17.0,26.911371832014858,Electronics,2023-11-24,Doctor,4,1
3169,55,Male,Los Angeles,Silver,18.0,681.942612416799,Home Goods,2023-02-17,Engineer,5,0
3170,53,Male,Los Angeles,Bronze,16.0,910.7465453532398,Home Goods,2023-07-30,Artist,3,0
3171,58,Male,Chicago,Silver,20.0,489.99599689983023,Electronics,2023-11-09,Teacher,7,0
3172,44,Male,New York,Silver,20.0,199.74098824688417,Home Goods,2023-12-11,Doctor,3,0
3173,48,Male,San Francisco,Bronze,21.0,318.84283807072137,Clothing,2023-07-04,Artist,1,0
3174,30,Male,San Francisco,Gold,21.0,591.2505714725457,Home Goods,2023-05-06,Salesperson,1,1
3175,63,Female,Miami,Silver,21.0,269.6982732194833,Home Goods,2023-07-28,Manager,5,0
3176,34,Female,Miami,Bronze,26.0,304.9497218854717,Electronics,2023-01-25,Manager,5,0
3177,41,Female,New York,Silver,23.0,170.77802729186317,Clothing,2023-06-26,Teacher,7,0
3178,68,Male,Los Angeles,Gold,31.0,825.848844246377,Home Goods,2023-09-23,Manager,2,0
3179,60,Male,Chicago,Bronze,17.0,1033.8439951016362,Electronics,2023-07-22,Doctor,7,0
3180,26,Female,Chicago,Platinum,24.0,612.0374528231989,Electronics,2023-04-26,Engineer,7,0
3181,34,Female,New York,Platinum,29.0,186.54669184936233,Home Goods,2023-11-12,Engineer,2,0
3182,36,Male,Miami,Silver,22.0,781.0898893730265,Electronics,2023-04-25,Doctor,7,0
3183,28,Female,San Francisco,Silver,21.0,1293.9171810125242,Home Goods,2023-09-02,Salesperson,2,0
3184,33,Male,Miami,Gold,16.0,562.6837736478776,Home Goods,2023-06-20,Teacher,2,1
3185,56,Female,Chicago,Gold,25.0,72.1009349318524,Clothing,2023-12-20,Engineer,3,1
3186,42,Male,Miami,Bronze,15.0,610.8294391026312,Home Goods,2023-02-10,Salesperson,5,0
3187,54,Female,San Francisco,Silver,13.0,130.61898607087454,Home Goods,2023-10-12,Doctor,5,0
3188,65,Male,Los Angeles,Bronze,21.0,557.5325173775036,Home Goods,2023-11-06,Manager,6,0
3189,18,Male,New York,Bronze,22.0,414.53438168865216,Clothing,2023-07-14,Artist,5,0
3190,21,Male,Miami,Silver,29.0,24.396871982200423,Electronics,2023-05-26,Engineer,3,0
3191,44,Male,Miami,Bronze,17.0,69.67243305504272,Clothing,2023-10-13,Artist,5,1
3192,38,Male,Los Angeles,Bronze,22.0,105.46063979322956,Electronics,2023-07-17,Salesperson,3,0
3193,65,Male,New York,Bronze,23.0,826.8447044451829,Electronics,2023-08-29,Artist,3,0
3194,65,Female,New York,Bronze,22.0,1364.0730899391265,Clothing,2023-07-04,Engineer,5,0
3195,51,Male,New York,Silver,15.0,654.5896447171087,Clothing,2023-02-20,Engineer,6,0
3196,42,Female,Los Angeles,Bronze,17.0,188.83406155040146,Clothing,2023-08-09,Doctor,4,0
3197,36,Male,Los Angeles,Platinum,24.0,11.372459351740588,Electronics,2023-04-09,Doctor,4,1
3198,58,Female,Miami,Gold,21.0,327.4721245640531,Home Goods,2023-09-22,Salesperson,3,0
